id,order_id,product_id,quantity,order_date,net_price
1891,611,6,3,1/8/2025,19.5
1892,611,10,2,1/8/2025,18
1893,611,2,2,1/8/2025,28
1894,611,5,1,1/8/2025,7
1895,611,9,2,1/8/2025,26
1896,612,10,1,11/7/2024,9
1897,612,7,1,11/7/2024,8.5
1898,612,1,1,11/7/2024,12
1899,612,5,2,11/7/2024,14
1900,613,3,2,12/7/2024,27
1901,614,4,1,12/13/2024,15
1902,614,2,2,12/13/2024,28
1903,614,8,3,12/13/2024,34.5
1904,614,10,3,12/13/2024,27
1905,614,6,3,12/13/2024,19.5
1906,615,7,2,10/14/2024,17
1907,615,5,3,10/14/2024,21
1908,616,1,3,3/30/2025,36
1909,616,10,3,3/30/2025,27
1910,617,7,3,5/13/2025,25.5
1911,617,5,2,5/13/2025,14
1912,617,6,1,5/13/2025,6.5
1913,617,8,2,5/13/2025,23
1914,617,1,2,5/13/2025,24
1915,618,8,1,2/20/2025,11.5
1916,619,7,3,11/21/2024,25.5
1917,619,10,1,11/21/2024,9
1918,619,3,2,11/21/2024,27
1919,619,6,2,11/21/2024,13
1920,620,6,2,4/30/2025,13
1921,621,4,2,12/5/2024,30
1922,621,7,1,12/5/2024,8.5
1923,621,6,2,12/5/2024,13
1924,621,8,2,12/5/2024,23
1925,621,2,1,12/5/2024,14
1926,622,7,1,3/17/2025,8.5
1927,623,6,1,4/23/2025,6.5
1928,623,8,1,4/23/2025,11.5
1929,623,2,3,4/23/2025,42
1930,623,10,2,4/23/2025,18
1931,624,1,3,2/12/2025,36
1932,625,2,3,5/17/2025,42
1933,625,10,3,5/17/2025,27
1934,625,4,1,5/17/2025,15
1935,625,9,3,5/17/2025,39
1936,626,9,2,3/27/2025,26
1937,626,3,1,3/27/2025,13.5
1938,626,2,2,3/27/2025,28
1939,627,10,1,5/7/2025,9
1940,627,1,1,5/7/2025,12
1941,627,6,2,5/7/2025,13
1942,627,8,3,5/7/2025,34.5
1943,628,2,1,12/23/2024,14
1944,628,1,1,12/23/2024,12
1945,628,4,1,12/23/2024,15
1946,628,3,2,12/23/2024,27
1947,628,8,3,12/23/2024,34.5
1948,629,9,2,10/15/2024,26
1949,629,1,1,10/15/2024,12
1950,629,3,3,10/15/2024,40.5
1951,629,7,1,10/15/2024,8.5
1952,629,5,3,10/15/2024,21
1953,630,5,3,4/16/2025,21
1954,630,3,2,4/16/2025,27
1955,630,4,1,4/16/2025,15
1956,630,1,1,4/16/2025,12
1957,630,10,1,4/16/2025,9
1958,631,9,2,5/22/2025,26
1959,632,4,2,6/12/2025,30
1960,632,10,3,6/12/2025,27
1961,632,5,1,6/12/2025,7
1962,633,7,3,5/18/2025,25.5
1963,633,8,3,5/18/2025,34.5
1964,633,2,2,5/18/2025,28
1965,633,3,3,5/18/2025,40.5
1966,633,9,1,5/18/2025,13
1967,634,7,1,12/16/2024,8.5
1968,634,3,1,12/16/2024,13.5
1969,634,9,3,12/16/2024,39
1970,634,5,2,12/16/2024,14
1971,634,10,3,12/16/2024,27
1972,635,7,1,12/17/2024,8.5
1973,635,5,2,12/17/2024,14
1974,635,3,3,12/17/2024,40.5
1975,635,2,2,12/17/2024,28
1976,635,4,1,12/17/2024,15
1977,636,4,1,4/16/2025,15
1978,636,10,3,4/16/2025,27
1979,637,8,1,1/16/2025,11.5
1980,637,1,2,1/16/2025,24
1981,638,3,3,4/27/2025,40.5
1982,638,6,1,4/27/2025,6.5
1983,638,7,3,4/27/2025,25.5
1984,638,5,3,4/27/2025,21
1985,639,7,2,1/25/2025,17
1986,639,10,1,1/25/2025,9
1987,639,8,1,1/25/2025,11.5
1988,640,4,3,1/11/2025,45
1989,640,10,2,1/11/2025,18
1990,640,5,1,1/11/2025,7
1991,641,4,2,6/25/2025,30
1992,641,8,2,6/25/2025,23
1993,641,10,3,6/25/2025,27
1994,642,9,1,10/15/2024,13
1995,642,2,1,10/15/2024,14
1996,642,7,2,10/15/2024,17
1997,642,5,3,10/15/2024,21
1998,642,4,2,10/15/2024,30
1999,643,8,1,10/25/2024,11.5
2000,643,10,1,10/25/2024,9
2001,644,4,3,1/24/2025,45
2002,644,9,1,1/24/2025,13
2003,644,8,1,1/24/2025,11.5
2004,644,10,3,1/24/2025,27
2005,644,3,3,1/24/2025,40.5
2006,645,3,3,1/12/2025,40.5
2007,645,10,3,1/12/2025,27
2008,645,2,2,1/12/2025,28
2009,645,8,1,1/12/2025,11.5
2010,645,5,3,1/12/2025,21
2011,646,1,3,4/10/2025,36
2012,646,6,2,4/10/2025,13
2013,646,8,1,4/10/2025,11.5
2014,646,3,1,4/10/2025,13.5
2015,646,9,2,4/10/2025,26
2016,647,7,2,11/21/2024,17
2017,647,6,1,11/21/2024,6.5
2018,647,9,1,11/21/2024,13
2019,647,2,1,11/21/2024,14
2020,648,7,3,3/6/2025,25.5
2021,648,9,1,3/6/2025,13
2022,648,2,2,3/6/2025,28
2023,649,2,2,2/24/2025,28
2024,649,9,2,2/24/2025,26
2025,649,10,3,2/24/2025,27
2026,649,3,3,2/24/2025,40.5
2027,649,1,2,2/24/2025,24
2028,650,2,1,12/25/2024,14
2029,650,4,1,12/25/2024,15
2030,650,6,2,12/25/2024,13
2031,650,8,2,12/25/2024,23
2032,651,9,2,12/23/2024,26
2033,651,1,1,12/23/2024,12
2034,652,8,1,2/4/2025,11.5
2035,652,1,2,2/4/2025,24
2036,652,5,2,2/4/2025,14
2037,652,10,2,2/4/2025,18
2038,653,3,2,5/18/2025,27
2039,654,7,3,2/2/2025,25.5
2040,654,3,3,2/2/2025,40.5
2041,655,10,2,12/3/2024,18
2042,655,7,1,12/3/2024,8.5
2043,655,9,2,12/3/2024,26
2044,655,2,3,12/3/2024,42
2045,656,7,1,3/19/2025,8.5
2046,657,2,3,12/8/2024,42
2047,657,8,3,12/8/2024,34.5
2048,657,10,3,12/8/2024,27
2049,657,3,1,12/8/2024,13.5
2050,657,6,3,12/8/2024,19.5
2051,658,4,1,5/9/2025,15
2052,658,6,1,5/9/2025,6.5
2053,658,9,1,5/9/2025,13
2054,658,8,3,5/9/2025,34.5
2055,658,1,1,5/9/2025,12
2056,659,10,3,11/23/2024,27
2057,659,3,3,11/23/2024,40.5
2058,660,10,2,4/15/2025,18
2059,660,4,2,4/15/2025,30
2060,660,1,1,4/15/2025,12
2061,661,5,2,4/9/2025,14
2062,661,2,3,4/9/2025,42
2063,662,10,2,12/19/2024,18
2064,663,6,1,3/22/2025,6.5
2065,664,2,3,2/16/2025,42
2066,664,8,1,2/16/2025,11.5
2067,664,6,3,2/16/2025,19.5
2068,664,10,2,2/16/2025,18
2069,664,3,2,2/16/2025,27
2070,665,2,3,3/4/2025,42
2071,665,7,1,3/4/2025,8.5
2072,666,5,2,10/14/2024,14
2073,666,2,2,10/14/2024,28
2074,666,3,2,10/14/2024,27
2075,666,4,2,10/14/2024,30
2076,667,6,1,2/17/2025,6.5
2077,667,1,3,2/17/2025,36
2078,667,2,3,2/17/2025,42
2079,667,9,2,2/17/2025,26
2080,667,4,1,2/17/2025,15
2081,668,10,1,6/3/2025,9
2082,668,6,1,6/3/2025,6.5
2083,668,1,1,6/3/2025,12
2084,669,8,3,6/12/2025,34.5
2085,669,9,1,6/12/2025,13
2086,669,7,3,6/12/2025,25.5
2087,669,2,1,6/12/2025,14
2088,669,4,2,6/12/2025,30
2089,670,7,3,3/19/2025,25.5
2090,671,4,2,6/24/2025,30
2091,672,6,1,12/21/2024,6.5
2092,672,7,3,12/21/2024,25.5
2093,672,10,2,12/21/2024,18
2094,673,7,1,1/30/2025,8.5
2095,674,5,2,3/1/2025,14
2096,675,7,1,10/3/2024,8.5
2097,676,2,1,5/12/2025,14
2098,676,1,3,5/12/2025,36
2099,676,4,2,5/12/2025,30
2100,676,5,2,5/12/2025,14
2101,676,3,3,5/12/2025,40.5
2102,677,9,3,5/8/2025,39
2103,677,3,2,5/8/2025,27
2104,677,10,2,5/8/2025,18
2105,678,3,3,10/27/2024,40.5
2106,678,2,1,10/27/2024,14
2107,678,7,3,10/27/2024,25.5
2108,678,8,3,10/27/2024,34.5
2109,679,2,2,10/13/2024,28
2110,679,9,1,10/13/2024,13
2111,679,5,1,10/13/2024,7
2112,679,3,3,10/13/2024,40.5
2113,679,4,3,10/13/2024,45
2114,680,7,2,6/8/2025,17
2115,680,9,2,6/8/2025,26
2116,681,3,1,4/5/2025,13.5
2117,681,1,1,4/5/2025,12
2118,681,2,3,4/5/2025,42
2119,681,4,2,4/5/2025,30
2120,681,9,2,4/5/2025,26
2121,682,8,2,2/22/2025,23
2122,682,1,2,2/22/2025,24
2123,682,3,3,2/22/2025,40.5
2124,683,6,2,12/17/2024,13
2125,683,10,2,12/17/2024,18
2126,683,9,1,12/17/2024,13
2127,684,1,1,4/26/2025,12
2128,684,5,2,4/26/2025,14
2129,684,2,2,4/26/2025,28
2130,684,7,3,4/26/2025,25.5
2131,685,9,3,11/3/2024,39
2132,686,6,1,1/26/2025,6.5
2133,686,7,3,1/26/2025,25.5
2134,686,10,2,1/26/2025,18
2135,686,8,2,1/26/2025,23
2136,687,3,3,6/29/2025,40.5
2137,687,8,2,6/29/2025,23
2138,687,7,2,6/29/2025,17
2139,687,2,3,6/29/2025,42
2140,687,4,3,6/29/2025,45
2141,688,10,2,5/20/2025,18
2142,689,1,2,6/11/2025,24
2143,689,7,1,6/11/2025,8.5
2144,689,9,1,6/11/2025,13
2145,689,2,3,6/11/2025,42
2146,690,4,1,10/18/2024,15
2147,690,6,1,10/18/2024,6.5
2148,691,9,3,2/4/2025,39
2149,691,2,3,2/4/2025,42
2150,691,5,1,2/4/2025,7
2151,692,9,2,3/10/2025,26
2152,692,4,3,3/10/2025,45
2153,692,2,1,3/10/2025,14
2154,693,3,2,4/6/2025,27
2155,693,8,2,4/6/2025,23
2156,693,9,2,4/6/2025,26
2157,694,4,2,10/28/2024,30
2158,695,7,1,2/18/2025,8.5
2159,695,6,1,2/18/2025,6.5
2160,696,3,3,12/6/2024,40.5
2161,696,10,1,12/6/2024,9
2162,696,9,2,12/6/2024,26
2163,697,9,3,2/10/2025,39
2164,697,4,2,2/10/2025,30
2165,698,10,3,1/12/2025,27
2166,698,7,1,1/12/2025,8.5
2167,698,4,2,1/12/2025,30
2168,698,9,2,1/12/2025,26
2169,699,8,3,3/4/2025,34.5
2170,700,6,1,12/12/2024,6.5
2171,700,9,3,12/12/2024,39
2172,700,3,2,12/12/2024,27
2173,700,5,3,12/12/2024,21
2174,701,10,1,6/15/2025,9
2175,701,3,3,6/15/2025,40.5
2176,701,2,1,6/15/2025,14
2177,702,8,3,4/14/2025,34.5
2178,702,3,3,4/14/2025,40.5
2179,702,5,1,4/14/2025,7
2180,703,9,3,2/24/2025,39
2181,703,4,3,2/24/2025,45
2182,703,8,3,2/24/2025,34.5
2183,703,5,2,2/24/2025,14
2184,703,2,2,2/24/2025,28
2185,704,4,2,5/14/2025,30
2186,704,8,2,5/14/2025,23
2187,704,3,3,5/14/2025,40.5
2188,704,1,3,5/14/2025,36
2189,705,3,2,4/17/2025,27
2190,705,2,3,4/17/2025,42
2191,705,10,2,4/17/2025,18
2192,705,6,2,4/17/2025,13
2193,705,5,2,4/17/2025,14
2194,706,6,1,2/17/2025,6.5
2195,706,10,3,2/17/2025,27
2196,707,3,3,5/19/2025,40.5
2197,707,5,3,5/19/2025,21
2198,708,6,1,2/9/2025,6.5
2199,708,4,3,2/9/2025,45
2200,709,7,1,11/25/2024,8.5
2201,709,10,2,11/25/2024,18
2202,709,4,1,11/25/2024,15
2203,710,5,2,11/30/2024,14
2204,710,3,1,11/30/2024,13.5
2205,711,3,1,11/22/2024,13.5
2206,712,6,1,10/27/2024,6.5
2207,712,3,3,10/27/2024,40.5
2208,712,2,1,10/27/2024,14
2209,713,5,3,5/2/2025,21
2210,713,4,3,5/2/2025,45
2211,713,3,1,5/2/2025,13.5
2212,713,10,2,5/2/2025,18
2213,714,3,2,12/9/2024,27
2214,715,5,3,6/20/2025,21
2215,716,9,3,2/2/2025,39
2216,716,6,1,2/2/2025,6.5
2217,716,10,3,2/2/2025,27
2218,716,4,2,2/2/2025,30
2219,716,8,2,2/2/2025,23
2220,717,9,1,4/4/2025,13
2221,717,10,2,4/4/2025,18
2222,717,4,1,4/4/2025,15
2223,718,5,2,3/6/2025,14
2224,718,3,1,3/6/2025,13.5
2225,718,9,3,3/6/2025,39
2226,718,2,1,3/6/2025,14
2227,719,8,1,1/26/2025,11.5
2228,719,6,1,1/26/2025,6.5
2229,719,3,1,1/26/2025,13.5
2230,719,9,2,1/26/2025,26
2231,719,1,2,1/26/2025,24
2232,720,4,2,1/12/2025,30
2233,721,5,1,4/8/2025,7
2234,721,7,2,4/8/2025,17
2235,721,8,3,4/8/2025,34.5
2236,722,4,1,3/13/2025,15
2237,723,6,3,2/16/2025,19.5
2238,723,8,1,2/16/2025,11.5
2239,723,1,3,2/16/2025,36
2240,723,7,3,2/16/2025,25.5
2241,723,10,2,2/16/2025,18
2242,724,5,1,10/8/2024,7
2243,725,9,2,2/18/2025,26
2244,725,8,3,2/18/2025,34.5
2245,725,10,1,2/18/2025,9
2246,726,4,3,2/12/2025,45
2247,726,8,2,2/12/2025,23
2248,726,6,3,2/12/2025,19.5
2249,726,3,1,2/12/2025,13.5
2250,727,9,3,1/14/2025,39
2251,727,6,3,1/14/2025,19.5
2252,727,2,3,1/14/2025,42
2253,727,10,3,1/14/2025,27
2254,728,10,2,6/18/2025,18
2255,729,2,1,3/10/2025,14
2256,729,9,3,3/10/2025,39
2257,729,6,1,3/10/2025,6.5
2258,729,8,1,3/10/2025,11.5
2259,729,10,1,3/10/2025,9
2260,730,10,2,2/26/2025,18
2261,730,6,3,2/26/2025,19.5
2262,730,7,3,2/26/2025,25.5
2263,731,10,3,12/4/2024,27
2264,732,9,2,12/30/2024,26
2265,732,10,1,12/30/2024,9
2266,732,5,2,12/30/2024,14
2267,732,2,3,12/30/2024,42
2268,733,3,3,4/29/2025,40.5
2269,733,8,1,4/29/2025,11.5
2270,734,4,1,5/15/2025,15
2271,734,5,3,5/15/2025,21
2272,735,10,3,11/7/2024,27
2273,735,1,2,11/7/2024,24
2274,736,3,2,1/7/2025,27
2275,737,5,3,10/13/2024,21
2276,738,1,1,11/8/2024,12
2277,739,6,2,6/29/2025,13
2278,739,2,3,6/29/2025,42
2279,739,5,2,6/29/2025,14
2280,739,8,3,6/29/2025,34.5
2281,739,4,2,6/29/2025,30
2282,740,1,2,1/10/2025,24
2283,740,6,3,1/10/2025,19.5
2284,741,6,3,11/2/2024,19.5
2285,741,4,1,11/2/2024,15
2286,741,10,1,11/2/2024,9
2287,741,3,2,11/2/2024,27
2288,741,8,3,11/2/2024,34.5
2289,742,5,2,5/17/2025,14
2290,742,2,3,5/17/2025,42
2291,742,1,3,5/17/2025,36
2292,742,4,2,5/17/2025,30
2293,742,3,3,5/17/2025,40.5
2294,743,7,1,5/31/2025,8.5
2295,743,9,3,5/31/2025,39
2296,743,6,2,5/31/2025,13
2297,744,6,3,11/29/2024,19.5
2298,744,4,1,11/29/2024,15
2299,744,9,2,11/29/2024,26
2300,744,10,3,11/29/2024,27
2301,745,10,1,2/23/2025,9
2302,745,2,3,2/23/2025,42
2303,745,1,2,2/23/2025,24
2304,745,9,1,2/23/2025,13
2305,745,4,2,2/23/2025,30
2306,746,10,1,2/13/2025,9
2307,747,8,2,12/4/2024,23
2308,747,9,2,12/4/2024,26
2309,747,6,1,12/4/2024,6.5
2310,747,10,3,12/4/2024,27
2311,748,8,2,3/22/2025,23
2312,749,3,1,11/27/2024,13.5
2313,749,1,2,11/27/2024,24
2314,749,2,3,11/27/2024,42
2315,750,2,1,2/24/2025,14
2316,750,3,3,2/24/2025,40.5
2317,750,10,1,2/24/2025,9
2318,750,4,3,2/24/2025,45
2319,750,8,1,2/24/2025,11.5
2320,751,3,3,3/4/2025,40.5
2321,751,2,2,3/4/2025,28
2322,751,10,3,3/4/2025,27
2323,751,8,2,3/4/2025,23
2324,751,7,3,3/4/2025,25.5
2325,752,4,2,12/4/2024,30
2326,752,2,1,12/4/2024,14
2327,752,3,1,12/4/2024,13.5
2328,752,7,3,12/4/2024,25.5
2329,753,9,2,10/24/2024,26
2330,753,2,2,10/24/2024,28
2331,753,10,3,10/24/2024,27
2332,754,8,3,4/12/2025,34.5
2333,754,2,2,4/12/2025,28
2334,754,3,3,4/12/2025,40.5
2335,755,3,3,5/10/2025,40.5
2336,755,4,3,5/10/2025,45
2337,756,7,3,6/21/2025,25.5
2338,756,5,1,6/21/2025,7
2339,757,2,3,6/11/2025,42
2340,757,7,2,6/11/2025,17
2341,757,5,2,6/11/2025,14
2342,757,10,1,6/11/2025,9
2343,757,6,1,6/11/2025,6.5
2344,758,10,2,4/28/2025,18
2345,758,4,1,4/28/2025,15
2346,758,8,3,4/28/2025,34.5
2347,758,2,1,4/28/2025,14
2348,759,10,1,1/23/2025,9
2349,759,2,3,1/23/2025,42
2350,759,4,2,1/23/2025,30
2351,759,3,2,1/23/2025,27
2352,760,2,1,12/31/2024,14
2353,760,4,1,12/31/2024,15
2354,760,7,3,12/31/2024,25.5
2355,760,8,3,12/31/2024,34.5
2356,761,3,2,1/3/2025,27
2357,761,1,2,1/3/2025,24
2358,761,2,3,1/3/2025,42
2359,762,4,3,6/3/2025,45
2360,763,3,3,10/31/2024,40.5
2361,763,6,3,10/31/2024,19.5
2362,763,10,3,10/31/2024,27
2363,763,4,2,10/31/2024,30
2364,764,8,3,12/1/2024,34.5
2365,764,3,2,12/1/2024,27
2366,764,9,1,12/1/2024,13
2367,764,2,1,12/1/2024,14
2368,764,7,1,12/1/2024,8.5
2369,765,2,2,3/31/2025,28
2370,765,6,1,3/31/2025,6.5
2371,765,7,1,3/31/2025,8.5
2372,765,4,3,3/31/2025,45
2373,766,8,3,6/21/2025,34.5
2374,766,6,2,6/21/2025,13
2375,767,3,2,5/6/2025,27
2376,767,2,3,5/6/2025,42
2377,767,7,3,5/6/2025,25.5
2378,768,3,1,11/7/2024,13.5
2379,768,8,1,11/7/2024,11.5
2380,768,10,1,11/7/2024,9
2381,768,7,2,11/7/2024,17
2382,768,2,3,11/7/2024,42
2383,769,9,2,12/5/2024,26
2384,770,1,2,4/25/2025,24
2385,770,10,3,4/25/2025,27
2386,770,4,2,4/25/2025,30
2387,771,6,2,12/16/2024,13
2388,772,1,1,5/17/2025,12
2389,773,10,3,10/20/2024,27
2390,773,4,1,10/20/2024,15
2391,773,3,2,10/20/2024,27
2392,773,5,3,10/20/2024,21
2393,774,8,1,5/9/2025,11.5
2394,774,3,2,5/9/2025,27
2395,774,7,1,5/9/2025,8.5
2396,775,3,3,4/23/2025,40.5
2397,775,7,1,4/23/2025,8.5
2398,775,5,3,4/23/2025,21
2399,775,6,1,4/23/2025,6.5
2400,775,8,3,4/23/2025,34.5
2401,776,8,3,1/21/2025,34.5
2402,777,4,2,10/29/2024,30
2403,777,6,2,10/29/2024,13
2404,777,3,3,10/29/2024,40.5
2405,777,7,2,10/29/2024,17
2406,777,1,2,10/29/2024,24
2407,778,5,1,5/18/2025,7
2408,778,9,2,5/18/2025,26
2409,778,7,1,5/18/2025,8.5
2410,778,4,3,5/18/2025,45
2411,778,10,3,5/18/2025,27
2412,779,2,1,1/25/2025,14
2413,779,5,1,1/25/2025,7
2414,779,9,3,1/25/2025,39
2415,779,3,1,1/25/2025,13.5
2416,779,6,3,1/25/2025,19.5
2417,780,1,3,11/28/2024,36
2418,780,6,1,11/28/2024,6.5
2419,780,5,3,11/28/2024,21
2420,780,4,2,11/28/2024,30
2421,780,9,2,11/28/2024,26
2422,781,6,1,11/19/2024,6.5
2423,782,4,1,2/15/2025,15
2424,782,7,1,2/15/2025,8.5
2425,782,8,2,2/15/2025,23
2426,782,5,2,2/15/2025,14
2427,782,1,2,2/15/2025,24
2428,783,2,2,1/8/2025,28
2429,784,1,2,3/6/2025,24
2430,785,7,3,2/14/2025,25.5
2431,785,5,2,2/14/2025,14
2432,786,8,2,6/23/2025,23
2433,786,9,3,6/23/2025,39
2434,787,1,3,5/16/2025,36
2435,787,9,3,5/16/2025,39
2436,788,6,2,11/15/2024,13
2437,788,2,2,11/15/2024,28
2438,788,9,3,11/15/2024,39
2439,788,1,2,11/15/2024,24
2440,789,10,2,3/20/2025,18
2441,789,6,2,3/20/2025,13
2442,789,5,3,3/20/2025,21
2443,790,4,3,6/11/2025,45
2444,790,2,3,6/11/2025,42
2445,790,9,2,6/11/2025,26
2446,790,3,2,6/11/2025,27
2447,791,6,1,6/28/2025,6.5
2448,791,5,1,6/28/2025,7
2449,791,1,2,6/28/2025,24
2450,792,6,1,6/27/2025,6.5
2451,792,3,2,6/27/2025,27
2452,792,9,3,6/27/2025,39
2453,792,4,1,6/27/2025,15
2454,793,7,3,11/9/2024,25.5
2455,793,3,2,11/9/2024,27
2456,794,7,2,3/5/2025,17
2457,795,2,3,10/25/2024,42
2458,795,3,1,10/25/2024,13.5
2459,795,4,2,10/25/2024,30
2460,795,7,2,10/25/2024,17
2461,795,1,3,10/25/2024,36
2462,796,9,2,11/17/2024,26
2463,797,9,3,6/15/2025,39
2464,798,7,3,11/21/2024,25.5
2465,798,1,1,11/21/2024,12
2466,798,10,3,11/21/2024,27
2467,798,8,1,11/21/2024,11.5
2468,798,6,2,11/21/2024,13
2469,799,4,1,4/25/2025,15
2470,799,6,1,4/25/2025,6.5
2471,800,6,3,10/13/2024,19.5
2472,800,4,1,10/13/2024,15
2473,800,7,2,10/13/2024,17
2474,800,2,1,10/13/2024,14
2475,801,9,1,3/24/2025,13
2476,801,4,1,3/24/2025,15
2477,801,8,3,3/24/2025,34.5
2478,801,10,3,3/24/2025,27
2479,801,2,1,3/24/2025,14
2480,802,2,2,4/8/2025,28
2481,802,7,3,4/8/2025,25.5
2482,802,5,3,4/8/2025,21
2483,802,4,1,4/8/2025,15
2484,802,10,3,4/8/2025,27
2485,803,10,2,12/26/2024,18
2486,803,8,2,12/26/2024,23
2487,803,6,2,12/26/2024,13
2488,804,7,3,1/1/2025,25.5
2489,805,4,3,1/15/2025,45
2490,805,10,1,1/15/2025,9
2491,805,6,1,1/15/2025,6.5
2492,805,2,3,1/15/2025,42
2493,806,6,2,10/18/2024,13
2494,806,9,2,10/18/2024,26
2495,807,4,1,11/13/2024,15
2496,807,3,1,11/13/2024,13.5
2497,807,9,3,11/13/2024,39
2498,807,1,1,11/13/2024,12
2499,808,8,2,5/12/2025,23
2500,808,10,2,5/12/2025,18
2501,809,9,3,5/4/2025,39
2502,809,3,3,5/4/2025,40.5
2503,809,7,1,5/4/2025,8.5
2504,810,9,1,4/2/2025,13
2505,811,3,3,6/18/2025,40.5
2506,811,1,2,6/18/2025,24
2507,812,9,2,6/15/2025,26
2508,813,6,3,4/29/2025,19.5
2509,813,7,2,4/29/2025,17
2510,814,4,1,12/27/2024,15
2511,814,6,1,12/27/2024,6.5
2512,815,10,2,5/20/2025,18
2513,816,5,2,4/5/2025,14
2514,816,9,1,4/5/2025,13
2515,816,8,3,4/5/2025,34.5
2516,816,4,1,4/5/2025,15
2517,817,4,1,1/14/2025,15
2518,818,7,1,1/15/2025,8.5
2519,818,9,1,1/15/2025,13
2520,818,4,2,1/15/2025,30
2521,818,6,3,1/15/2025,19.5
2522,819,4,3,11/24/2024,45
2523,819,6,3,11/24/2024,19.5
2524,819,9,3,11/24/2024,39
2525,819,8,2,11/24/2024,23
2526,819,10,2,11/24/2024,18
2527,820,9,3,12/3/2024,39
2528,820,4,1,12/3/2024,15
2529,820,6,3,12/3/2024,19.5
2530,820,10,2,12/3/2024,18
2531,820,5,2,12/3/2024,14
2532,821,4,3,11/24/2024,45
2533,821,5,3,11/24/2024,21
2534,821,10,1,11/24/2024,9
2535,821,9,3,11/24/2024,39
2536,822,1,2,10/24/2024,24
2537,822,7,1,10/24/2024,8.5
2538,822,3,2,10/24/2024,27
2539,822,2,1,10/24/2024,14
2540,822,6,1,10/24/2024,6.5
2541,823,2,1,2/23/2025,14
2542,823,1,1,2/23/2025,12
2543,823,4,2,2/23/2025,30
2544,824,8,2,5/27/2025,23
2545,825,1,2,1/13/2025,24
2546,825,6,3,1/13/2025,19.5
2547,826,6,3,3/18/2025,19.5
2548,826,2,3,3/18/2025,42
2549,826,4,3,3/18/2025,45
2550,827,9,3,10/15/2024,39
2551,827,2,2,10/15/2024,28
2552,827,6,2,10/15/2024,13
2553,827,5,2,10/15/2024,14
2554,827,8,1,10/15/2024,11.5
2555,828,5,2,1/5/2025,14
2556,828,7,1,1/5/2025,8.5
2557,828,8,2,1/5/2025,23
2558,828,9,3,1/5/2025,39
2559,828,4,1,1/5/2025,15
2560,829,2,1,2/8/2025,14
2561,829,3,2,2/8/2025,27
2562,829,6,3,2/8/2025,19.5
2563,829,9,2,2/8/2025,26
2564,829,8,3,2/8/2025,34.5
2565,830,3,1,12/4/2024,13.5
2566,830,8,3,12/4/2024,34.5
2567,830,7,3,12/4/2024,25.5
2568,831,2,3,2/11/2025,42
2569,831,4,1,2/11/2025,15
2570,831,5,1,2/11/2025,7
2571,831,6,3,2/11/2025,19.5
2572,832,8,1,10/14/2024,11.5
2573,832,9,1,10/14/2024,13
2574,832,10,2,10/14/2024,18
2575,832,5,2,10/14/2024,14
2576,832,3,1,10/14/2024,13.5
2577,833,6,3,10/12/2024,19.5
2578,833,5,3,10/12/2024,21
2579,834,2,3,2/27/2025,42
2580,834,9,1,2/27/2025,13
2581,834,10,1,2/27/2025,9
2582,834,1,3,2/27/2025,36
2583,835,2,2,4/11/2025,28
2584,836,3,3,1/9/2025,40.5
2585,836,5,3,1/9/2025,21
2586,837,6,2,3/19/2025,13
2587,838,5,3,5/29/2025,21
2588,838,3,3,5/29/2025,40.5
2589,838,1,3,5/29/2025,36
2590,839,8,3,1/26/2025,34.5
2591,839,7,3,1/26/2025,25.5
2592,839,5,2,1/26/2025,14
2593,840,6,1,3/5/2025,6.5
2594,840,8,1,3/5/2025,11.5
2595,841,10,1,5/8/2025,9
2596,841,1,2,5/8/2025,24
2597,841,7,1,5/8/2025,8.5
2598,841,2,3,5/8/2025,42
2599,842,8,1,1/11/2025,11.5
2600,842,7,3,1/11/2025,25.5
2601,843,1,3,1/9/2025,36
2602,843,5,3,1/9/2025,21
2603,844,7,2,3/14/2025,17
2604,844,1,3,3/14/2025,36
2605,844,9,2,3/14/2025,26
2606,845,7,3,5/17/2025,25.5
2607,845,3,1,5/17/2025,13.5
2608,845,4,1,5/17/2025,15
2609,845,6,2,5/17/2025,13
2610,846,1,2,1/16/2025,24
2611,846,5,2,1/16/2025,14
2612,846,3,2,1/16/2025,27
2613,846,8,1,1/16/2025,11.5
2614,847,4,3,12/31/2024,45
2615,847,7,1,12/31/2024,8.5
2616,847,6,3,12/31/2024,19.5
2617,848,7,2,6/16/2025,17
2618,848,6,3,6/16/2025,19.5
2619,848,10,2,6/16/2025,18
2620,848,3,3,6/16/2025,40.5
2621,849,3,1,3/5/2025,13.5
2622,849,1,1,3/5/2025,12
2623,849,10,1,3/5/2025,9
2624,849,7,2,3/5/2025,17
2625,849,6,1,3/5/2025,6.5
2626,850,3,1,6/5/2025,13.5
2627,850,8,1,6/5/2025,11.5
2628,850,6,3,6/5/2025,19.5
2629,851,4,2,6/23/2025,30
2630,851,10,1,6/23/2025,9
2631,851,5,1,6/23/2025,7
2632,852,5,2,12/6/2024,14
2633,852,6,1,12/6/2024,6.5
2634,852,2,3,12/6/2024,42
2635,852,7,3,12/6/2024,25.5
2636,852,10,3,12/6/2024,27
2637,853,4,3,5/20/2025,45
2638,853,9,2,5/20/2025,26
2639,854,3,2,2/10/2025,27
2640,854,5,2,2/10/2025,14
2641,855,4,1,12/21/2024,15
